菜品ID,创建时间,菜名,烹饪方法,口味,制作步骤,相克食物,适用场景,口感,类别,主料,辅料,调料,推荐指数,麻辣指数,营养指数,难易指数,时间指数,减肥指数,养颜指数,菜品分类,营养成分_核黄素,营养成分_能量,营养成分_蛋白质,营养成分_脂肪,营养成分_碳水化合物,营养成分_叶酸,营养成分_膳食纤维,营养成分_胆固醇,营养成分_维生素A,营养成分_维生素B6,营养成分_维生素C,营养成分_维生素E,营养成分_胡萝卜素,营养成分_硫胺素,营养成分_烟酸,营养成分_钙,营养成分_磷,营养成分_钾,营养成分_钠,营养成分_碘,营养成分_镁,营养成分_铁,营养成分_锌,营养成分_硒,营养成分_铜,营养成分_锰,营养成分_维生素B12,营养成分_生物素,营养成分_泛酸,营养成分_维生素D,营养成分_维生素K,烹饪时长,难度等级,预估成本
367,2018-06-22 02:10:14,白灼响螺片,煮,咸鲜味,1.用铁锤敲破螺壳，取出螺肉，去掉厣和肠，擦去表层污物，洗净，切去头、尾和皮，只用螺肉中心部分约600克，切圆片，每片厚约0.3厘米；2.将虾酱、蚝油各分盛于两小碟中；3.炒锅用旺火烧热，放熟猪油35克烧至微沸，取出20克，淋在虾酱、蚝油碟内；4.然后放入姜、葱，烹姜汁酒10克，加二汤750毫升，烧沸后去掉姜、葱；5.再放进螺片氽至九成熟，倒入漏勺里；6.炒锅再用旺火烧热，下油涮锅后倒回油盆，放入螺片，烹黄酒，加香油，迅速炒匀上盘即成。,海螺 螺肉不宜与中药蛤蚧、西药土霉素素同服；不宜与牛肉、羊肉、蚕豆、猪肉、蛤、面、玉米、冬瓜、香瓜、木耳及糖类同食；吃螺不可饮用冰水，否则会导致腹泻。,中餐、晚餐,成菜鲜嫩爽脆，特点突出。,粤菜 明目食谱 利尿食谱 水肿食谱,海螺400克,,香油1克 虾酱20克 蚝油20克 小葱25克 黄酒15克 姜10克 猪油（炼制）35克,5,0,6,5,6,0,0,粤菜,1.9毫克,835.03千卡,83.73克,41.14克,32.73克,8.94微克,0.62克,740.55毫克,260.25微克,0.01毫克,5.65毫克,86.24毫克,227微克,0.03毫克,1.21毫克,2244.45毫克,643.55毫克,824.35毫克,1800.19毫克,33.32微克,780.15毫克,24.08毫克,13.86毫克,305.93微克,0.31毫克,1.87毫克,2.08微克,,,,,62,3,11.0
368,2018-06-22 02:10:16,果汁煎肉脯,生煎,果汁味,1.将瘦肉片成3 毫米的片，用刀背将两面捶松，再切成长4 厘米、宽3厘米片；2.将切好的肉脯加盐等腌制后，加入鸡蛋液拌匀，再拌入干淀粉；3.用中火烧热炒锅，下花生油烧至五成热，放入虾片，边炸边翻动，炸至膨胀发脆，到入笊篱沥去油；4.将锅端离火口，逐块排入肉脯后，端回火上，边煎边加油，至金黄色发硬时，翻转肉脯，如此法煎另一面；5.然后加入油，烧至微沸，端离火口，炸浸约1 分钟，倒入笊篱沥去油；6.将锅端离火口，下入肉脯，再放回火上，开大火烹黄酒，加果汁，淋香油及花生油，炒匀上盘以虾片镶边即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,此菜外焦脆，内嫩滑，醒酒开胃，岭南风味突出。,粤菜 特色菜,猪肉(瘦)400克,虾仁15克 鸡蛋60克 淀粉(蚕豆)20克,果汁100克 香油1克 黄酒5克 花生油40克 盐2克 姜8克 小葱7克,5,0,6,5,6,0,0,粤菜,0.59毫克,1115.14千卡,96.13克,71.5克,25.91克,102.46微克,0.41克,753.75毫克,331.59微克,,1.79毫克,20.24毫克,72.4微克,2.24毫克,22.19毫克,162.54毫克,950.57毫克,1432.49毫克,1836.13毫克,23.12微克,149.37毫克,16.72毫克,13.48毫克,58.19微克,0.97毫克,0.69毫克,,,,,,48,4,24.7
369,2018-06-22 02:10:20,芥菜黄鱼卷,炸,椒麻味,1.黄花鱼去骨留鱼肉与肥肉膘均切成长3.5厘米，宽0.3厘米的丝；2.荸荠去皮后切细丝；3.淀粉（15克）放碗内加水调成湿淀粉（30克）备用；4.葱、姜均洗净切细末待用；5.荠菜洗净，放入开水中一氽，再放入冷水中晾凉后，取出挤干水发，切成末；6.将以上原料同放入盆内，加入葱末、姜末、鸡蛋清半个、黄酒、香油、湿淀粉、精盐，用筷子搅匀成馅；7.鸡蛋清半个，加湿淀粉调成蛋清糊备用；8.油皮去掉硬皮裁成两块，平铺在案板上，放入馅卷成直径1.6厘米的长卷，用蛋清糊粘住油皮卷的边；9.将鱼卷切成3.3厘米长的段；10.将面粉、发酵粉和清水150克调成糊，并将鱼卷蘸匀面糊；11.炒锅内放入花生油中火烧至七成热时，将鱼卷逐个投入油内炸至金黄色即成，外带花椒盐碟上桌。,大黄鱼 黄鱼不能与中药荆芥同食；吃鱼前后忌喝茶；不宜与荞麦同食。,中餐、晚餐主料 大黄鱼200克,,粤菜 特色菜,大黄鱼200克,荠菜50克 油皮5克 荸荠30克 鸡蛋清30克 小麦面粉100克,大葱5克 姜3克 黄酒10克 盐3克 淀粉(玉米)15克 发酵粉1克 椒盐15克 香油10克 花生油75克,5,0,6,5,5,0,0,粤菜,0.44毫克,1443.53千卡,59.43克,93.88克,94.03克,54.47微克,5.5克,,240.64微克,0.08毫克,23.87毫克,44.13毫克,1323.3微克,0.58毫克,6.59毫克,320.27毫克,617.9毫克,1044.57毫克,1472.74毫克,3.15微克,169.63毫克,8.9毫克,2.48毫克,95.46微克,0.52毫克,1.05毫克,,,,,,97,5,17.2
370,2018-06-22 02:10:26,西汁炆牛肉卷,焖,咸甜味,1.将牛肉洗净切薄片，撒上淀粉；2.洋葱去干皮洗净切丝；3.将烟肉切成粗条状，放入炒锅内爆炸至脆铲出，放入洋葱爆出香味，下蒜茸爆炒出香味，放入烟肉，加淀粉炒匀铲出，做成馅料；4.将适量的馅料分别放在牛肉上卷起，用牙签穿好；5.将油放炒锅内烧热，放入牛肉卷爆炒片刻加调味煮开锅后，改用慢火?25分钟，除去牙签，勾芡兜匀即可。,,中餐、晚餐主料 牛肉(肥瘦)300克 腊肉（烟肉）150克,,粤菜 气血双补食谱 补虚养身食谱 健脾开胃食谱,牛肉(肥瘦)300克 腊肉（烟肉）150克,洋葱（白皮）50克,大蒜（白皮）15克 番茄汁45克 盐5克 白砂糖10克 香油10克 生抽10克 鸡粉5克 淀粉(玉米)15克 黄酒15克,5,0,6,5,5,0,0,粤菜,0.64毫克,889.55千卡,95.94克,36.48克,42.92克,11.05微克,0.68克,321.45毫克,23.25微克,,5.05毫克,9.32毫克,14.5微克,1.5毫克,24.18毫克,104.5毫克,901.3毫克,1255.65毫克,3892.44毫克,0.86微克,81.95毫克,15.27毫克,18.04毫克,29.16微克,0.69毫克,0.42毫克,,,,,,41,2,27.0
371,2018-06-22 02:10:31,三彩大虾,炸,咸鲜味,1.葱、姜切成细末；2.淀粉放入碗内加水调制成湿淀粉备用；3.香菜去叶留梗洗净待用；4.将对虾去掉外壳留虾尾，由脊背去泥肠，用刀从背部片开，腹部相连，剞上十字花刀，加盐、味精、黄酒腌渍入味；5.面包切成片共10片；6.比目鱼（鲆）片出鱼肉和猪肥肉分别剁成细泥，同放碗内加葱、姜末、鸡蛋清、黄酒、精盐、湿淀粉调匀成馅；7.冬菇、火腿、香菜梗分别切成末；8.在面包上抹上一层蛋黄；9.虾肉片沾上一层薄面粉，再挂上蛋清糊；10.虾肉皮朝下贴在面包托上，再将鱼肉馅在虾片上抹平，随后在鱼肉馅上放一行香菜末，中间放火腿末，第三行放冬菇末，略按一下，即制成三彩大虾；11.炒锅内加花生油，中火烧至五成热，将制成的三彩大虾放入炸至两面呈金黄色时捞出；12.控净油，改切成条状（每个虾切5条），原样摆入盘内，食用时外带花椒盐，辣酱油佐食。,对虾 虾忌与某些水果同吃。虾含有比较丰富的蛋白质和钙等营养物质。如果把它们与含有鞣酸的水果，如葡萄、石榴、山楂、柿子等同食，不仅会降低蛋白质的营养价值，而且鞣酸和钙离子结合形成不溶性结合物刺激肠胃，引起人体不适，出现呕吐、头晕、恶心和腹痛腹泻等症状。海鲜与这些水果同吃至少应间隔2小时。,中餐、晚餐主料 对虾100克 鲆100克 猪肉(肥)245克 咸面包250克,,特色菜 粤菜,对虾100克 鲆100克 猪肉(肥)245克 咸面包250克,火腿15克 香菜10克 香菇（鲜）10克 鸡蛋清50克 鸡蛋黄50克 小麦面粉15克,大葱5克 姜3克 黄酒10克 盐4克 淀粉(玉米)10克 香油5克 花生油75克,5,0,6,5,5,0,0,粤菜,0.58毫克,3896.73千卡,87.16克,325.88克,154.69克,27.36微克,2.47克,1301.9毫克,332.64微克,0.03毫克,5.17毫克,42.15毫克,124.3微克,0.64毫克,21.05毫克,442.94毫克,947.35毫克,1027.21毫克,3465.1毫克,1.12微克,220.25毫克,19.32毫克,9.45毫克,195.56微克,1.39毫克,1.78毫克,,,,,,90,5,27.9
372,2018-06-22 02:10:37,芙蓉鸭舌,溜,咸鲜味,1.将鸭舌煮熟刮去硬皮，取出舌内硬骨，保持形状完整；2.油菜心洗净放入开水内焯熟，捞出沥水切薄片；3.玉兰片、胡萝卜切成薄片；4.淀粉放碗内加水调出湿淀粉；5.花椒放入碗内泡出花椒水备用；6.将鸡蛋清放入汤盘内，加入精盐、味精、黄酒、花椒水、鸡汤100克，用筷子搅匀，上屉蒸5分钟取出，即成为芙蓉底；7.勺内放入油烧热，放入葱、姜块炸出香气来；8.去掉葱、姜块，添上鸡汤，取将鸭舌、玉兰片、油菜、胡萝卜放入勺内，烧开打净浮沫，用湿淀粉勾芡，淋上鸡油，浇在芙蓉底上即成。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 鸭舌100克,,粤菜,鸭舌100克,鸡蛋清100克 玉兰片3克 胡萝卜2克 油菜心2克,猪油（炼制）10克 盐2克 味精1克 黄酒5克 花椒1克 鸡油3克 大葱5克 姜5克 淀粉(玉米)3克,5,0,6,5,5,0,0,粤菜,0.54毫克,417.5千卡,29.06克,29.92克,8.62克,0.85微克,0.93克,127.3毫克,55.7微克,0.01毫克,1.36毫克,0.88毫克,108.1微克,0.06毫克,1.97毫克,40.98毫克,119.22毫克,210.13毫克,1033.43毫克,,27.02毫克,4.32毫克,0.78毫克,19.64微克,0.08毫克,0.28毫克,,,,,,60,4,9.1
373,2018-06-22 02:10:40,酥炸芝麻鱼,酥炸,甜咸味,1.将草鱼开膛洗净、去骨、去皮，整片鱼剞十字花刀，用盐、料酒、味精、胡椒面码味；2.姜、葱放在鱼肉上，腌1小时；3.去掉鱼上的姜、葱，用鸡蛋液、干淀粉调成糊，在鱼肉花刀一面抹一层蛋糊，撒上芝麻按紧；4.锅内油烧六成热，放入鱼稍炸捞出，待油温上升，再放入，炸呈黄色，皮酥脆时捞出，切成一字条，放在盘内摆整齐；5.将番茄洗净去籽、去皮，用白糖、香油拌匀，镶在盘边上即成。,番茄 西红柿忌与石榴同食。,中餐、晚餐主料 草鱼350克,,粤菜 私家菜 营养不良食谱 补虚养身食谱 健脾开胃食谱,草鱼350克,芝麻75克 番茄100克 鸡蛋100克,盐5克 料酒8克 味精5克 胡椒粉5克 姜8克 白砂糖8克 大葱8克 香油15克 花生油50克,5,0,6,5,4,0,0,粤菜,0.48毫克,1501.32千卡,92.67克,112.9克,45.96克,224.21微克,9.77克,749.5毫克,300.62微克,0.42毫克,14.56毫克,71.15毫克,396.72微克,0.41毫克,3.89毫克,605.5毫克,1091.69毫克,1711.9毫克,2668.88毫克,30.11微克,277.39毫克,19.58毫克,6.11毫克,58.77微克,1.4毫克,1.56毫克,,,,,,43,4,23.8
374,2018-06-22 02:10:40,脆炸丸子,脆炸,咸鲜味,1.先将猪肉剁烂，加入精盐，边拌边挞至起胶，然后放味精、胡椒粉、香油、淀粉再拌匀，挤成圆形，每粒重20克，用武火蒸熟；2.将面粉内加入鸡蛋搅拌成糊备用；3.将熟肉丸挂上糊，武火烧沸，放入植物油烧至七成热，把已挂浆的肉丸炸熟，倒在笊篱里，沥油上碟即成。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐,此菜外脆里嫩。,粤菜 低温环境作业人群食谱,猪肉(肥瘦)500克,小麦面粉100克 鸡蛋150克,味精5克 盐5克 淀粉(玉米)25克 香油1克 胡椒粉1克 植物油150克,5,0,6,5,4,0,0,粤菜,1.27毫克,2612.2千卡,104.05克,201.75克,110.45克,214.77微克,3.75克,1277.5毫克,441.1微克,0.07毫克,,5.53毫克,0.6微克,1.74毫克,20.02毫克,155.62毫克,1180.17毫克,1445.44毫克,2872.53毫克,43.78微克,148.23毫克,12.8毫克,12.21毫克,89.13微克,0.62毫克,0.38毫克,,,,,,31,2,29.5
375,2018-06-22 02:10:40,油泡爽肚,炸烹,咸鲜味,1.将猪肚（猪肚蒂）洗净，剖开成片状，去尽油脂和肉衣，洗净，可得净重约750克；2.在蒂内层用斜刀刻井字花纹，刀距为0.2 厘米，然后切作两大爿，再改切成三角形块状；3.将猪肚与小苏打、精盐、干淀粉搅拌，腌约1 小时；4.将芡汤、胡椒粉、香油、湿淀粉和味精兑成芡汁；5.将腌就的肚蒂块放入沸水锅内氽至五成熟，取出；6.炒锅用中火烧热，下入猪油，烧至五成热，将肚蒂块过油约1 分钟至刚熟，连同油一起倾入笊篱中，沥干；7.炒锅回放火上，下蒜、姜、葱，爆香，下肚蒂块，烹黄酒，用芡汁勾芡，加熟猪油炒匀，装盘，迅速上桌。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,肉质爽脆，清鲜甘香。,粤菜 补虚养身食谱 健脾开胃食谱,猪肚1500克,淀粉(蚕豆)8克,黄酒5克 姜10克 小葱5克 盐5克 苏打粉3克 味精3克 香油5克 猪油（炼制）60克 胡椒粉1克,5,0,6,5,1,0,0,粤菜,3.33毫克,2074.79千卡,213.13克,117.35克,42.79克,58.72微克,0.4克,4405.8毫克,56.1微克,0.75毫克,1.45毫克,10.84毫克,59.6微克,1.52毫克,42.9毫克,180.35毫克,2289.01毫克,2606.11毫克,3340.64毫克,0.08微克,188.28毫克,36.61毫克,29.07毫克,175.54微克,0.19毫克,0.39毫克,,,,,,54,4,22.1
376,2018-06-22 02:10:49,焗袈裟鱼,焗,咸鲜味,1.将鲈鱼肉片切成5厘米厚片，只要厚度相等，大小不拘；2.猪肥肉切碎丁备用；3.火腿、冬菇均洗净切片；4.香菜择去梗，留叶洗净待用；5.胡椒放热油锅内炸出胡椒油备用；6.把鱼片放入热油锅内炸熟倒回笊篱，再把鱼倒回，加入油略煎一下，用碟盛起侯用；7.将鸡蛋蒸熟去壳，开边取出蛋黄不用，将蛋白片成片；8.将虾仁洗净晾干水分，放在砧板上用刀拍扁剁碎，加蛋白、精盐、味精，用筷子打成虾胶，然后投入肥肉碎丁搅匀；9.将猪网油放在砧板上摊开，在网油上瓤一层薄虾胶，在虾胶上面瓤上鱼片，在鱼片上面再瓤上一层虾胶，在虾胶上放放上火腿片、熟蛋白片、冬菇片、香菜叶，然后用网油包起，用湿淀粉封口，共做成2件，放件蒸笼约蒸10分钟至熟取出侯用；10.食时在鱼外皮上一层薄湿淀粉，放入油锅中炸中金黄色，用刀横切件排入碟中，淋胡椒油，碟边伴香菜即成，跟调味汁2碟上席。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐主料 鲈鱼300克 虾仁400克,,特色菜 粤菜,鲈鱼300克 虾仁400克,猪肉(肥)50克 鸡蛋100克 火腿30克 香菇（鲜）50克 香菜40克 鸡蛋清25克,味精10克 盐10克 猪网油200克 淀粉(玉米)5克 花生油100克,5,0,6,4,5,0,0,粤菜,1.5毫克,4288.15千卡,258.54克,352.38克,30.46克,201.63微克,2.14克,3229.2毫克,658.5微克,0.02毫克,19.7毫克,96.24毫克,464微克,0.34毫克,33.62毫克,2762.05毫克,3706.55毫克,3215.7毫克,25650.4毫克,28.88微克,1096.95毫克,62.03毫克,28.5毫克,424.88微克,10.1毫克,5.19毫克,,,,,,76,5,47.9
377,2018-06-22 02:10:49,油泡青鱼丸,焦溜,咸鲜味,1.将鲮鱼去鳞，切作两边，去脊骨和腩（鱼的腹部）仰摊在砧板上，直刀顺刮，将鱼肉刮出，附在刀口上，刮至近皮见有一缕褐红色的鱼肌出现即止；2.将片取的鱼脊肉斩剁成鱼泥，加入盐、味精、蛋清、干淀粉搅匀即为鱼青；3.将鱼青挤成橄榄形小丸（每丸约重5克），放在盛有清水的大盘里；4.炒锅置于中火上，下沸水l000毫升，放入鱼丸，微沸后即端离火口，约浸1分钟至鱼丸浮起，倒入漏勺沥去水；5.将上汤35毫升、味精、香油、胡淑粉、湿淀粉调成芡汁；6.炒锅用中火烧热，下油涮锅后倒回油盆；7.再下熟猪油，烧至三成热时，放入鱼丸，略为搅动后，即倒入笊篱沥去油；8.把炒锅放回炉上，下蒜、姜、葱，爆至有香味，放入鱼丸烹黄酒，用芡汁勾芡，最后淋香油炒匀便成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐主料 鲮鱼500克,,粤菜,鲮鱼500克,淀粉(蚕豆)4克 鸡蛋清25克,黄酒10克 小葱5克 姜3克 大蒜（白皮）1克 香油1克 味精5克 猪油（炼制）40克 胡椒粉1克 盐3克,5,0,6,4,5,0,0,粤菜,0.3毫克,891.48千卡,97.34克,51.43克,10.69克,1.4微克,0.2克,467.2毫克,643.79微克,,1.24毫克,10.52毫克,48微克,0.08毫克,15.18毫克,173.27毫克,892.9毫克,1642.18毫克,1810.14毫克,0.08微克,119.69毫克,5.35毫克,4.28毫克,242.59微克,0.24毫克,0.29毫克,,,,,,56,3,27.3
378,2018-06-22 02:10:54,台浦还珠,其他,咸鲜味,1.猪肥膘切成米状粒，放入冰箱冻硬；2.将吸干水份的鲜虾仁用刀背砸烂成泥；3.将虾泥放在深盘里，加入盐、味精、淀粉，并顺序拌匀；4.拌至虾胶结实有弹性时，加入冻硬肥肉粒再拌匀，入冰箱（4℃）备用；5.葱斜切成葱榄；6.姜切成姜花（即小片）；7.胡萝卜改成料头花；8.芥兰去老梗、去花，用小尖刀摘去黄叶改成12 公分长段，洗净待用；9.鲜核桃去壳取仁用开水浸泡15 分钟，用竹签去皮；10.将核桃仁用五成热油炸至酥脆，捞出沥油；11.沥油冷却后改成云豆大的粒约20 粒；12.平尺盘底抹少许净油，将虾胶挤成大小均匀的虾丸约20 个；13.每个虾丸中塞入一粒核桃，待用；14.锅中放入400毫升清水，开后加入盐、味精、白糖、少量植物油，芥兰飞水至熟控入漏勺；15.炒锅再上火烧热入底油，下芥兰，迅速烹入姜汁酒，翻炒几下，再加入白糖、精盐、味精、清水适量，拌炒均匀，勾入生粉即可出勺；16.并将芥兰垫入出菜盘底待用；17.将炒锅上火烧热，坐宽油至六成热时，倒入挤好虾丸滑油至熟，连油控入漏勺；18.热油同时应将汁兑好，汁中放入鸡汤、盐、味精、白糖、胡椒粉、湿生粉、香油即成；19.炒锅留少许底油，下入葱榄、姜花、蒜茸煸香，放入虾丸、料头花，烹姜汁酒，倒入芡汁，翻炒均匀，盛在芥兰上面即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,颜色洁白，鲜嫩爽滑。,粤菜 特色菜,虾仁300克,芥蓝100克 肥膘肉25克 胡萝卜20克 淀粉(蚕豆)5克,姜汁5克 黄酒3克 盐8克 小葱5克 姜3克 味精3克 植物油30克 白砂糖3克 胡椒粉2克 大蒜（白皮）3克 香油2克,5,0,6,4,3,0,0,粤菜,0.48毫克,892.53千卡,136.42克,32.48克,15.34克,2.38微克,2.08克,1602.25毫克,791.04微克,,79.98毫克,6.93毫克,4325.2微克,0.09毫克,16.47毫克,1814.16毫克,2069.34毫克,1828.56毫克,18137.8毫克,0.16微克,736.02毫克,36.05毫克,13.11毫克,229.62微克,7.17毫克,3.08毫克,,,,,,115,5,26.4
379,2018-06-22 02:10:58,酸菜肉片汤,煮,酸咸味,1.猪肉切片，约0.4厘米厚，酸菜切成2厘米长段。2.锅中到入1大碗清水或高汤，放入猪肉，酸菜和盐、味精，以中火煮7分钟即可。,,早餐、中餐、晚餐、零食主料 猪肉(肥瘦)200克 腌雪里蕻300克,,粤菜,猪肉(肥瘦)200克 腌雪里蕻300克,,盐5克 味精2克,5,0,5,7,7,0,0,粤菜,0.53毫克,870.36千卡,34.4克,74.6克,21.53克,8.6微克,6.3克,160毫克,60微克,,12毫克,1.51毫克,150微克,0.59毫克,9.11毫克,897.1毫克,432.08毫克,1515.78毫克,12160.2毫克,,152.24毫克,19.77毫克,6.36毫克,26.32微克,1.66毫克,1.47毫克,,,,,,44,1,18.0
380,2018-06-22 02:11:05,咖喱土豆焖鸡,焖,咖喱味,1.将鸡块洗干净，控去水分，用湿淀粉拌匀；2.土豆削皮，切成滚刀块，用清水泡1小时，控去水分；3.炒锅用旺火烧热，下入花生油，六成热时放入土豆炸熟；4.再下鸡块过油至半熟，倾入笊篱沥油；5.再将蒜泥、辣椒末、洋葱末、姜末爆香，放油咖喱、鸡块、土豆，溅料酒，加汤水、盐、味精、白糖，盖盖焖熟鸡块；6.用湿淀粉勾芡，加芝麻油、包尾油炒匀上盘即成。,,中餐、晚餐主料 土豆（黄皮）400克,,粤菜 补虚养身食谱 补气食谱 通乳食谱 月经不调食谱 水肿食谱,土豆（黄皮）400克,鸡肉250克 洋葱（白皮）25克,咖喱50克 大蒜（白皮）10克 姜5克 辣椒粉5克 盐5克 白砂糖15克 味精3克 香油10克 料酒15克 淀粉(玉米)30克 花生油75克,5,0,5,7,6,0,0,粤菜,0.5毫克,1911.14千卡,68.26克,115.91克,155.81克,134.52微克,25.92克,265毫克,337.8微克,1.38毫克,59.9毫克,42.47毫克,1322.5微克,0.75毫克,18.39毫克,360.55毫克,835.47毫克,3019.82毫克,2425.61毫克,36.1微克,276.76毫克,24.3毫克,6.04毫克,32.51微克,1.17毫克,1.08毫克,0.05微克,,,,,46,2,16.4
381,2018-06-22 02:11:14,炸蟹肉鲜奶,炸,咸鲜味,1.将蟹洗净上笼蒸15分钟，冷后拆肉；2.将蛋白打匀；3.糯米粉加鲜奶搅匀，加蛋白打匀；4.在煲内下油45克，放入调料煮开锅后，放入蛋白、糯米粉，边搅打煮，搅煮至幼滑而又有勒勒力时放入蟹肉，搅匀，再煮开锅，倒入抹油的盆中；5.晾凉后切件，沾上淀粉，放入滚油中炸至微黄色，上盘，可沾砂糖吃，也可沾蚝油或淮盐吃。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 螃蟹500克,,粤菜,螃蟹500克,鸡蛋清100克 牛奶100克 糯米粉100克,淀粉(玉米)5克 盐3克 花生油50克,5,0,5,6,5,0,0,粤菜,1.89毫克,1443.75千卡,109.46克,67.26克,99.75克,18.7微克,0.8克,1350毫克,1969微克,,1毫克,52.99毫克,,0.48毫克,11.16毫克,776.56毫克,1122.75毫克,1284.32毫克,2267毫克,,191.36毫克,19.48毫克,20.63毫克,295.28微克,15.25毫克,3.87毫克,,,,,,43,4,15.0
382,2018-06-22 02:11:15,皱纹圆蹄,砂锅,咸鲜味,1.将肘肉切改成圆形，直径约为18 厘米；2.在肉的切面上划四刀，成井字形，刀深约0.4 厘米；3.将切好的肉置火上燎去细毛，刮洗至净；4.洗净后入沸水锅中煮约45分钟，至八成软烂，趁热在皮上涂酱油10克；5.继用铁针扎小孔20～30 个，使之经炸后能起皱纹；6.炒锅用中火烧热，下入花生油，烧至八成热，取猪蹄沿锅边仰放入热油中，加盖，待炸至皮色大红时取出；7.将猪蹄随即放入清水盆中，冲漂约半小时，捞出，放入有竹箅垫底的砂锅内；8.再加二汤l000毫升、精盐和黄酒、八角、葱、味精、白糖，用中火烧沸；9.再加酱油煲约1 小时至软烂，取出，覆放于盘中；10.用筷子在皮上戳孔数个，使易挂芡；11.将锅内原汤倒出待用；12.炒锅用中火烧热，下花生油，继下生菜胆、精盐和二汤200毫升，炒至九成熟，倒入漏勺沥去水；13.将锅回放火上，下花生油，继下生菜胆，烹片刻，即用芡汤、湿淀粉调匀勾芡，加花生油，炒匀取出，伴于猪蹄之四周；14.炒锅用中火烧热，下原汤400毫升烧至微沸，加酱油，用湿淀粉调稀勾芡；15.再加香油和花生油推匀，淋在猪蹄上便成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,色泽大红，皮上有皱纹，肉质软烂，入口即散，香味浓郁，肥而不腻。,粤菜 营养不良食谱,猪肘1000克,生菜（团叶）500克 淀粉(蚕豆)10克,小葱10克 八角1克 盐5克 味精3克 香油1克 白砂糖3克 花生油85克 黄酒15克 老抽35克,5,0,5,4,5,0,0,粤菜,2.34毫克,4161.67千卡,181.46克,368.12克,32.4克,173.34微克,3.62克,790毫克,394.07微克,,102.1毫克,41.31毫克,1884.4微克,3.73毫克,27.72毫克,451.71毫克,1658.65毫克,2561.94毫克,5803.77毫克,1.02微克,288.03毫克,21.22毫克,20.64毫克,77.48微克,2.61毫克,1.51毫克,,,,,,96,5,22.1
383,2018-06-22 02:11:18,双菇炖南蛇,隔水炖,本味咸鲜,1.蛇段洗净后放入瓦锅内，加入生姜、桂元、陈皮、竹蔗和清水1500毫升，煲1 小时；2.煲后取出（原汤滤净），除净蛇骨，将蛇肉切成5 厘米长、1 厘米见方的条；3.将切好的蛇肉条放入炖盅内，加入姜汁、猪油、原汤，加盖密封，上笼蒸2.5 小时取出待用；4.将瘦猪肉、鸭肉下开水锅汆一汆捞出；5.汆过的猪肉、鸭肉和火腿分别切成粗细均匀的条，放入大炖盅内待用；6.口蘑、花菇用水胀发后，剪去菇蒂，洗净泥沙，挤干水分；7.净蛇肉取出，放入大炖盅内，加入原汤、口蘑、花菇、上汤、猪油、鸡油、味精、白糖、精盐、胡椒粉、料酒，加盖密封，上笼蒸1 小时取出；8.跟柠檬叶丝、菊花、香菜、薄脆同时上席，即席揭盖便成。,,中餐、晚餐,清汤本色，清香鲜。,粤菜 私家菜 健脾开胃食谱 营养不良食谱 清热去火食谱,蛇肉1000克,口蘑25克 花菇25克 猪肉(瘦)100克 火腿100克 鸭肉100克 甘蔗25克 桂圆肉15克 鲜菊花20克 薄脆50克,猪油（炼制）30克 味精3克 白砂糖10克 盐10克 料酒50克 姜50克 姜汁10克 胡椒粉2克 香菜10克 陈皮5克,4,0,9,3,1,0,3,粤菜,2.2毫克,1795.83千卡,215.29克,65.62克,94.43克,51.93微克,7.15克,241.9毫克,367微克,0.08毫克,11.2毫克,10.11毫克,222.6微克,1.35毫克,82.21毫克,391.04毫克,1889.76毫克,4134.95毫克,6697.58毫克,5.61微克,384.22毫克,43.47毫克,41.2毫克,162.04微克,3.32毫克,3.81毫克,,,1.13毫克,,,115,5,24.6
